Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,1.693000,1.747200,1.671300,1.738900,1.738900,0
2010-01-08,1.695400,1.769800,1.676500,1.764100,1.764100,0
2010-01-15,1.708500,1.803200,1.708500,1.800800,1.800800,0
2010-01-22,1.752500,1.871200,1.752500,1.868000,1.868000,0
2010-01-29,1.820000,1.895200,1.779700,1.880400,1.880400,0
2010-02-05,1.824500,1.887600,1.797500,1.851500,1.851500,0
2010-02-12,1.803500,1.870000,1.779500,1.819000,1.819000,0
2010-02-19,1.772500,1.838000,1.746800,1.836000,1.836000,0
2010-02-26,1.774500,1.828500,1.732500,1.788500,1.788500,0
2010-03-05,1.738200,1.797400,1.718500,1.769000,1.769000,0
2010-03-12,1.714200,1.788400,1.712600,1.771000,1.771000,0
2010-03-19,1.740600,1.809700,1.726700,1.799000,1.799000,0
2010-03-26,1.770600,1.823000,1.730200,1.765400,1.765400,0
2010-04-02,1.717800,1.787400,1.704400,1.773000,1.773000,0
2010-04-09,1.730100,1.777900,1.695000,1.750000,1.750000,0
2010-04-16,1.699100,1.767000,1.699100,1.763500,1.763500,0
2010-04-23,1.714400,1.768800,1.696300,1.731000,1.731000,0
2010-04-30,1.679000,1.841800,1.676000,1.834100,1.834100,0
2010-05-07,1.804700,1.867100,1.721500,1.770000,1.770000,0
2010-05-14,1.723700,1.893500,1.723700,1.884800,1.884800,0
2010-05-21,1.831900,1.909000,1.794000,1.816000,1.816000,0
2010-05-28,1.764300,1.845300,1.732800,1.819400,1.819400,0
2010-06-04,1.816400,1.876800,1.792300,1.812300,1.812300,0
2010-06-11,1.752500,1.813400,1.734900,1.785400,1.785400,0
2010-06-18,1.730800,1.804500,1.720700,1.778500,1.778500,0
2010-06-25,1.792100,1.809000,1.727600,1.798900,1.798900,0
2010-07-02,1.740100,1.793100,1.715800,1.768300,1.768300,0
2010-07-09,1.713800,1.774800,1.701900,1.770000,1.770000,0
2010-07-16,1.710300,1.796400,1.710300,1.760200,1.760200,0
2010-07-23,1.707800,1.770700,1.707800,1.764800,1.764800,0
2010-07-30,1.708000,1.763100,1.701200,1.752600,1.752600,0
2010-08-06,1.702600,1.776900,1.698000,1.768500,1.768500,0
2010-08-13,1.718700,1.771400,1.703400,1.748800,1.748800,0
2010-08-20,1.706600,1.778200,1.706600,1.764900,1.764900,0
2010-08-27,1.712300,1.764700,1.694900,1.740000,1.740000,0
2010-09-03,1.675600,1.731200,1.675600,1.719200,1.719200,0
2010-09-10,1.673200,1.723000,1.659900,1.721200,1.721200,0
2010-09-17,1.661300,1.731600,1.661300,1.674300,1.674300,0
2010-09-24,1.672800,1.721000,1.650500,1.703500,1.703500,0
2010-10-01,1.637600,1.697600,1.613600,1.684000,1.684000,0
2010-10-08,1.631100,1.686600,1.602900,1.652500,1.652500,0
2010-10-15,1.609800,1.696900,1.609800,1.675000,1.675000,0
2010-10-22,1.646900,1.718000,1.645800,1.719000,1.719000,0
2010-10-29,1.654500,1.708900,1.639900,1.689000,1.689000,0
2010-11-05,1.620000,1.719000,1.620000,1.710000,1.710000,0
2010-11-12,1.665800,1.738500,1.665800,1.726200,1.726200,0
2010-11-19,1.660900,1.733700,1.660900,1.722000,1.722000,0
2010-11-26,1.671100,1.734700,1.655300,1.705900,1.705900,0
2010-12-03,1.646000,1.702100,1.624900,1.692000,1.692000,0
2010-12-10,1.659400,1.717000,1.643500,1.698900,1.698900,0
2010-12-17,1.653100,1.711800,1.644100,1.699000,1.699000,0
2010-12-24,1.645100,1.690500,1.627000,1.678000,1.678000,0
2010-12-31,1.621700,1.690300,1.597900,1.675000,1.675000,0
2011-01-07,1.636700,1.693300,1.623100,1.624700,1.624700,0
2011-01-14,1.622600,1.687300,1.621600,1.670000,1.670000,0
2011-01-21,1.636200,1.675900,1.617100,1.618300,1.618300,0
2011-01-28,1.626200,1.682900,1.612300,1.662700,1.662700,0
2011-02-04,1.617900,1.678000,1.610700,1.662000,1.662000,0
2011-02-11,1.619700,1.674900,1.614400,1.669000,1.669000,0
2011-02-18,1.612400,1.673600,1.612400,1.671000,1.671000,0
2011-02-25,1.660000,1.672700,1.650100,1.654200,1.654200,0
2011-03-04,1.643900,1.659300,1.639400,1.654700,1.654700,0
2011-03-11,1.656400,1.675600,1.654500,1.676000,1.676000,0
2011-03-18,1.673600,1.676700,1.651800,1.660000,1.660000,0
2011-03-25,1.653500,1.661400,1.618400,1.628500,1.628500,0
2011-04-01,1.622800,1.627700,1.589100,1.614700,1.614700,0
2011-04-08,1.587000,1.593700,1.563900,1.592000,1.592000,0
2011-04-15,1.571200,1.596900,1.558600,1.569000,1.569000,0
2011-04-22,1.562300,1.591800,1.554100,1.566500,1.566500,0
2011-04-29,1.580800,1.621300,1.564600,1.605000,1.605000,0
2011-05-06,1.611900,1.627500,1.598700,1.619900,1.619900,0
2011-05-13,1.614600,1.637800,1.602500,1.611300,1.611300,0
2011-05-20,1.612400,1.636900,1.609200,1.626500,1.626500,0
2011-05-27,1.610800,1.614300,1.570500,1.592000,1.592000,0
2011-06-03,1.570400,1.587100,1.540900,1.581500,1.581500,0
2011-06-10,1.580000,1.611900,1.576500,1.597000,1.597000,0
2011-06-17,1.597400,1.605100,1.581800,1.587000,1.587000,0
2011-06-24,1.586300,1.601800,1.554600,1.569700,1.569700,0
2011-07-01,1.553800,1.569800,1.547700,1.569200,1.569200,0
2011-07-08,1.548200,1.582000,1.545100,1.567700,1.567700,0
2011-07-15,1.571500,1.582500,1.550900,1.561500,1.561500,0
2011-07-22,1.547800,1.568900,1.525200,1.563100,1.563100,0
2011-07-29,1.562800,1.580500,1.542700,1.563000,1.563000,0
2011-08-05,1.582300,1.654800,1.569600,1.621900,1.621900,0
2011-08-12,1.622400,1.625300,1.572200,1.578500,1.578500,0
2011-08-19,1.594600,1.615200,1.583700,1.607300,1.607300,0
2011-08-26,1.604600,1.613400,1.579400,1.582500,1.582500,0
